model,rho_label,eta,t,va_mean,va_stdev
voter,rho_4,0.10000000000000001,300,0.6254716245867485,0.18939686075250092
voter,rho_4,0.10000000000000001,350,0.6333357225602925,0.20998240175451724
voter,rho_4,0.10000000000000001,400,0.6691620114232721,0.20139894492490112
voter,rho_4,0.10000000000000001,450,0.6976073309144264,0.21020060767980342
voter,rho_4,0.10000000000000001,500,0.7498279933302097,0.20601280108193123
voter,rho_4,0.10000000000000001,550,0.7652776597171678,0.19818322026311402
voter,rho_4,0.10000000000000001,600,0.8194576818864328,0.15612060810870576
voter,rho_4,0.10000000000000001,650,0.809569373219332,0.17544346298795857
voter,rho_4,0.10000000000000001,700,0.8165275922861716,0.154652595214045
voter,rho_4,0.10000000000000001,750,0.8248290502326439,0.1590892444381258
voter,rho_4,0.10000000000000001,800,0.8306781023750129,0.16485610451134414
voter,rho_4,0.10000000000000001,850,0.7979659313645332,0.23258901444071475
voter,rho_4,0.10000000000000001,900,0.807879776414293,0.19548264583170752
voter,rho_4,0.10000000000000001,950,0.8105778035060276,0.2005782386487695
voter,rho_4,0.10000000000000001,1000,0.8150982446235892,0.20432367890261333
voter,rho_4,0.10000000000000001,1050,0.8405481100897424,0.15327717125162563
voter,rho_4,0.10000000000000001,1100,0.8336490859369716,0.16085203686572438
voter,rho_4,0.10000000000000001,1150,0.8162848435579827,0.18653466567490612
voter,rho_4,0.10000000000000001,1200,0.8503992282268026,0.11057057067164175
voter,rho_4,0.10000000000000001,1250,0.8077339404547095,0.17204892007164732
voter,rho_4,0.10000000000000001,1300,0.826465952360319,0.15244189442926437
voter,rho_4,0.10000000000000001,1350,0.832358582004297,0.1386953966487034
voter,rho_4,0.10000000000000001,1400,0.840039080909666,0.17221267902827986
voter,rho_4,0.10000000000000001,1450,0.826884195815159,0.20032958371510226
voter,rho_4,0.10000000000000001,1500,0.814390992270736,0.16837432941205976
voter,rho_4,0.10000000000000001,1550,0.81739372113946,0.14194711325147985
voter,rho_4,0.10000000000000001,1600,0.8484658471190729,0.127351589776578
voter,rho_4,0.10000000000000001,1650,0.8517276847012392,0.10584590315275037
voter,rho_4,0.10000000000000001,1700,0.8697573325273084,0.10151683303256197
voter,rho_4,0.10000000000000001,1750,0.8680103119593598,0.0976878178859011
voter,rho_4,0.10000000000000001,1800,0.8613086847651974,0.11087327928464183
voter,rho_4,0.10000000000000001,1850,0.8690880124776298,0.1168481386679804
voter,rho_4,0.10000000000000001,1900,0.8526921535050705,0.12288844794490156
voter,rho_4,0.10000000000000001,1950,0.8536452300247005,0.1137219876635274
voter,rho_4,0.10000000000000001,2000,0.8733143771184079,0.09496969584057008
voter,rho_4,0.10000000000000001,2050,0.8756281833307552,0.09959091456275794
voter,rho_4,0.10000000000000001,2100,0.8636921001108938,0.09844242215860735
voter,rho_4,0.10000000000000001,2150,0.8716899913381851,0.10048176055863059
voter,rho_4,0.10000000000000001,2200,0.8656469767471299,0.14365961772744407
voter,rho_4,0.10000000000000001,2250,0.8494516333986668,0.136115194221886
voter,rho_4,0.10000000000000001,2300,0.8608472852243232,0.10893933881259636
voter,rho_4,0.10000000000000001,2350,0.8720320845265563,0.09408912831572089
voter,rho_4,0.10000000000000001,2400,0.8645548901236841,0.11138583800039839
voter,rho_4,0.10000000000000001,2450,0.8883897533692273,0.07822275163325161
voter,rho_4,0.10000000000000001,2500,0.8783859401308838,0.08109521562341242
voter,rho_4,0.10000000000000001,2550,0.8730761333050447,0.08552894426841616
voter,rho_4,0.10000000000000001,2600,0.8660960908496005,0.08412279333887147
voter,rho_4,0.10000000000000001,2650,0.8618301333409526,0.12945303452626694
voter,rho_4,0.10000000000000001,2700,0.8590849818683506,0.13085601784668507
