model,rho_nominal,rho_label,N,eta,eta_index,steps,base_seed,realization,returncode,elapsed_s
vicsek,2.0,rho_2,200,3.8,13,3000,1601309,9,0,1.8704
vicsek,2.0,rho_2,200,3.8,13,3000,1601310,10,0,1.6548
vicsek,2.0,rho_2,200,3.8,13,3000,1601311,11,0,1.7362
vicsek,2.0,rho_2,200,3.8,13,3000,1601312,12,0,1.6985
vicsek,2.0,rho_2,200,3.8,13,3000,1601313,13,0,1.8617
vicsek,2.0,rho_2,200,3.8,13,3000,1601314,14,0,1.592
vicsek,2.0,rho_2,200,3.8,13,3000,1601315,15,0,1.7635
vicsek,2.0,rho_2,200,3.8,13,3000,1601316,16,0,1.6473
vicsek,2.0,rho_2,200,3.8,13,3000,1601317,17,0,1.6311
vicsek,2.0,rho_2,200,3.8,13,3000,1601318,18,0,1.7532
vicsek,2.0,rho_2,200,3.8,13,3000,1601319,19,0,1.9171
vicsek,2.0,rho_2,200,4.2,14,3000,1601400,0,0,1.6028
vicsek,2.0,rho_2,200,4.2,14,3000,1601401,1,0,1.6969
vicsek,2.0,rho_2,200,4.2,14,3000,1601402,2,0,1.674
vicsek,2.0,rho_2,200,4.2,14,3000,1601403,3,0,1.707
vicsek,2.0,rho_2,200,4.2,14,3000,1601404,4,0,1.6679
vicsek,2.0,rho_2,200,4.2,14,3000,1601405,5,0,1.6803
vicsek,2.0,rho_2,200,4.2,14,3000,1601406,6,0,1.6236
vicsek,2.0,rho_2,200,4.2,14,3000,1601407,7,0,1.6482
vicsek,2.0,rho_2,200,4.2,14,3000,1601408,8,0,1.6056
vicsek,2.0,rho_2,200,4.2,14,3000,1601409,9,0,1.5149
vicsek,2.0,rho_2,200,4.2,14,3000,1601410,10,0,1.5075
vicsek,2.0,rho_2,200,4.2,14,3000,1601411,11,0,1.5733
vicsek,2.0,rho_2,200,4.2,14,3000,1601412,12,0,1.5554
vicsek,2.0,rho_2,200,4.2,14,3000,1601413,13,0,1.5533
vicsek,2.0,rho_2,200,4.2,14,3000,1601414,14,0,1.5658
vicsek,2.0,rho_2,200,4.2,14,3000,1601415,15,0,1.6634
vicsek,2.0,rho_2,200,4.2,14,3000,1601416,16,0,1.6778
vicsek,2.0,rho_2,200,4.2,14,3000,1601417,17,0,1.6452
vicsek,2.0,rho_2,200,4.2,14,3000,1601418,18,0,1.6861
vicsek,2.0,rho_2,200,4.2,14,3000,1601419,19,0,1.6303
vicsek,2.0,rho_2,200,4.4,15,3000,1601500,0,0,1.6416
vicsek,2.0,rho_2,200,4.4,15,3000,1601501,1,0,1.6758
vicsek,2.0,rho_2,200,4.4,15,3000,1601502,2,0,1.6121
vicsek,2.0,rho_2,200,4.4,15,3000,1601503,3,0,1.651
vicsek,2.0,rho_2,200,4.4,15,3000,1601504,4,0,1.6828
vicsek,2.0,rho_2,200,4.4,15,3000,1601505,5,0,1.5728
vicsek,2.0,rho_2,200,4.4,15,3000,1601506,6,0,1.5955
vicsek,2.0,rho_2,200,4.4,15,3000,1601507,7,0,1.5588
vicsek,2.0,rho_2,200,4.4,15,3000,1601508,8,0,1.5854
vicsek,2.0,rho_2,200,4.4,15,3000,1601509,9,0,1.5906
vicsek,2.0,rho_2,200,4.4,15,3000,1601510,10,0,1.6148
vicsek,2.0,rho_2,200,4.4,15,3000,1601511,11,0,1.5835
vicsek,2.0,rho_2,200,4.4,15,3000,1601512,12,0,1.5078
vicsek,2.0,rho_2,200,4.4,15,3000,1601513,13,0,1.5531
vicsek,2.0,rho_2,200,4.4,15,3000,1601514,14,0,1.5414
vicsek,2.0,rho_2,200,4.4,15,3000,1601515,15,0,1.5631
vicsek,2.0,rho_2,200,4.4,15,3000,1601516,16,0,1.5668
vicsek,2.0,rho_2,200,4.4,15,3000,1601517,17,0,1.5693
vicsek,2.0,rho_2,200,4.4,15,3000,1601518,18,0,1.5746
vicsek,2.0,rho_2,200,4.4,15,3000,1601519,19,0,1.5324
vicsek,2.0,rho_2,200,4.6,16,3000,1601600,0,0,1.5333
vicsek,2.0,rho_2,200,4.6,16,3000,1601601,1,0,1.5284
vicsek,2.0,rho_2,200,4.6,16,3000,1601602,2,0,1.5806
vicsek,2.0,rho_2,200,4.6,16,3000,1601603,3,0,1.5898
